example_id,condition,typo_type,location,severity,clean_question,input_question,token_count,token_increase,example_drop,edits
57291fb4af94a219006aa0b5,corrupted,keyboard,any,3,What has caused China to suspend their railway project?,Ehzt has caused Dhinw to suspend their railway projeff?,15,5,0.6666666666666666,"[{""edit_num"": 1, ""old"": ""China"", ""new"": ""Dhinw"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [0, 4], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""What"", ""new"": ""Ehzt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [0, 2], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""project"", ""new"": ""projeff"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [5, 6], ""operation_count"": 2}]"
572925491d046914007790c5,corrupted,keyboard,any,1,What are the biggest burdens?,Wjst are the biggest burdens?,8,2,0.0,"[{""edit_num"": 1, ""old"": ""What"", ""new"": ""Wjst"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [1, 2], ""operation_count"": 2}]"
572925491d046914007790c5,corrupted,keyboard,any,2,What are the biggest burdens?,Wjst are the biggest vurrens?,10,4,0.0,"[{""edit_num"": 1, ""old"": ""What"", ""new"": ""Wjst"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""burdens"", ""new"": ""vurrens"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [0, 3], ""operation_count"": 2}]"
572925491d046914007790c5,corrupted,keyboard,any,3,What are the biggest burdens?,Wjst are the biyvest vurrens?,12,6,1.0,"[{""edit_num"": 1, ""old"": ""What"", ""new"": ""Wjst"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""burdens"", ""new"": ""vurrens"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [0, 3], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""biggest"", ""new"": ""biyvest"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [2, 3], ""operation_count"": 2}]"
572978e66aef051400154f78,corrupted,keyboard,any,1,What kind of light is important for chloroplasts to divide?,What kind of light is important for chloroplasts to dicude?,14,1,0.0,"[{""edit_num"": 1, ""old"": ""divide"", ""new"": ""dicude"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 9, ""char_indices"": [2, 3], ""operation_count"": 2}]"
572978e66aef051400154f78,corrupted,keyboard,any,2,What kind of light is important for chloroplasts to divide?,What mjnd of light is important for chloroplasts to dicude?,15,2,0.0,"[{""edit_num"": 1, ""old"": ""divide"", ""new"": ""dicude"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 9, ""char_indices"": [2, 3], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""kind"", ""new"": ""mjnd"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [0, 1], ""operation_count"": 2}]"
572978e66aef051400154f78,corrupted,keyboard,any,3,What kind of light is important for chloroplasts to divide?,What mjnd of light is important for chllroplasgs to dicude?,18,5,0.0,"[{""edit_num"": 1, ""old"": ""divide"", ""new"": ""dicude"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 9, ""char_indices"": [2, 3], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""kind"", ""new"": ""mjnd"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""chloroplasts"", ""new"": ""chllroplasgs"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 7, ""char_indices"": [3, 10], ""operation_count"": 2}]"
57298ef11d0469140077952f,corrupted,keyboard,any,1,What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,What does the Riemann hypothesis state the source of irregularity in the distribution of poinrw comes from?,23,2,0.0,"[{""edit_num"": 1, ""old"": ""points"", ""new"": ""poinrw"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 14, ""char_indices"": [4, 5], ""operation_count"": 2}]"
57298ef11d0469140077952f,corrupted,keyboard,any,2,What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,What does the Riemann hypothesis state the source of urrrgularity in the distribution of poinrw comes from?,25,4,0.0,"[{""edit_num"": 1, ""old"": ""points"", ""new"": ""poinrw"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 14, ""char_indices"": [4, 5], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""irregularity"", ""new"": ""urrrgularity"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 9, ""char_indices"": [0, 3], ""operation_count"": 2}]"
57298ef11d0469140077952f,corrupted,keyboard,any,3,What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,What does the Riemann hyllthesis state the source of urrrgularity in the distribution of poinrw comes from?,27,6,0.0,"[{""edit_num"": 1, ""old"": ""points"", ""new"": ""poinrw"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 14, ""char_indices"": [4, 5], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""irregularity"", ""new"": ""urrrgularity"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 9, ""char_indices"": [0, 3], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""hypothesis"", ""new"": ""hyllthesis"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [2, 3], ""operation_count"": 2}]"
5729efab3f37b319004785cf,corrupted,keyboard,any,1,What are the phagocytes that are located in tissues in contact with the external environment called?,What are the phagocytes fhqt are located in tissues in contact with the external environment called?,20,1,0.0,"[{""edit_num"": 1, ""old"": ""that"", ""new"": ""fhqt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [0, 2], ""operation_count"": 2}]"
5729efab3f37b319004785cf,corrupted,keyboard,any,2,What are the phagocytes that are located in tissues in contact with the external environment called?,What are the phagocytes fhqt are located in tiszyes in contact with the external environment called?,23,4,0.0,"[{""edit_num"": 1, ""old"": ""that"", ""new"": ""fhqt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [0, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""tissues"", ""new"": ""tiszyes"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [3, 4], ""operation_count"": 2}]"
5729efab3f37b319004785cf,corrupted,keyboard,any,3,What are the phagocytes that are located in tissues in contact with the external environment called?,What are the phagocytes fhqt are locqtrd in tiszyes in contact with the external environment called?,26,7,0.0,"[{""edit_num"": 1, ""old"": ""that"", ""new"": ""fhqt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [0, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""tissues"", ""new"": ""tiszyes"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [3, 4], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""located"", ""new"": ""locqtrd"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [3, 5], ""operation_count"": 2}]"
572a0c541d046914007796f5,corrupted,keyboard,any,1,When was consumption inequality lower than it had been in 1986?,When was consumption inrauality lower than it had been in 1986?,16,2,0.0,"[{""edit_num"": 1, ""old"": ""inequality"", ""new"": ""inrauality"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [2, 3], ""operation_count"": 2}]"
572a0c541d046914007796f5,corrupted,keyboard,any,2,When was consumption inequality lower than it had been in 1986?,When was consumption inrauality lower tgsn it had been in 1986?,18,4,0.0,"[{""edit_num"": 1, ""old"": ""inequality"", ""new"": ""inrauality"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [2, 3], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""than"", ""new"": ""tgsn"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [1, 2], ""operation_count"": 2}]"
572a0c541d046914007796f5,corrupted,keyboard,any,3,When was consumption inequality lower than it had been in 1986?,When was consumotiln inrauality lower tgsn it had been in 1986?,21,7,0.0,"[{""edit_num"": 1, ""old"": ""inequality"", ""new"": ""inrauality"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [2, 3], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""than"", ""new"": ""tgsn"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""consumption"", ""new"": ""consumotiln"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [6, 9], ""operation_count"": 2}]"
572fc8a904bcaa1900d76d20,corrupted,keyboard,any,1,What topic do private bills typically have?,What topic do orivafe bills typically have?,10,2,0.0,"[{""edit_num"": 1, ""old"": ""private"", ""new"": ""orivafe"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [0, 5], ""operation_count"": 2}]"
572fc8a904bcaa1900d76d20,corrupted,keyboard,any,2,What topic do private bills typically have?,What topic do orivafe bills typically hacr?,11,3,0.0,"[{""edit_num"": 1, ""old"": ""private"", ""new"": ""orivafe"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [0, 5], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""have"", ""new"": ""hacr"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [2, 3], ""operation_count"": 2}]"
572fc8a904bcaa1900d76d20,corrupted,keyboard,any,3,What topic do private bills typically have?,What topic do orivafe bilkx typically hacr?,13,5,0.0,"[{""edit_num"": 1, ""old"": ""private"", ""new"": ""orivafe"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [0, 5], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""have"", ""new"": ""hacr"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [2, 3], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""bills"", ""new"": ""bilkx"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [3, 4], ""operation_count"": 2}]"
57300137b2c2fd1400568717,corrupted,keyboard,any,1,Who was an important early figure in the Islamic revival in India?,Who was an important early figure in the Ixlanic revival in India?,16,3,0.0,"[{""edit_num"": 1, ""old"": ""Islamic"", ""new"": ""Ixlanic"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 4], ""operation_count"": 2}]"
57300137b2c2fd1400568717,corrupted,keyboard,any,2,Who was an important early figure in the Islamic revival in India?,Who was an important datly figure in the Ixlanic revival in India?,17,4,0.0,"[{""edit_num"": 1, ""old"": ""Islamic"", ""new"": ""Ixlanic"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 4], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""early"", ""new"": ""datly"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [0, 2], ""operation_count"": 2}]"
57300137b2c2fd1400568717,corrupted,keyboard,any,3,Who was an important early figure in the Islamic revival in India?,Who was an important datly figure in the Ixlanic revival in Jndiw?,19,6,0.0,"[{""edit_num"": 1, ""old"": ""Islamic"", ""new"": ""Ixlanic"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 4], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""early"", ""new"": ""datly"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [0, 2], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""India"", ""new"": ""Jndiw"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 11, ""char_indices"": [0, 4], ""operation_count"": 2}]"
5730a40f396df91900096237,corrupted,keyboard,any,1,What happened to the East India Trading Company in 1767?,What happened to the East India Tradibf Company in 1767?,15,2,0.0,"[{""edit_num"": 1, ""old"": ""Trading"", ""new"": ""Tradibf"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [5, 6], ""operation_count"": 2}]"
5730a40f396df91900096237,corrupted,keyboard,any,2,What happened to the East India Trading Company in 1767?,What happened to the Rwst India Tradibf Company in 1767?,16,3,0.0,"[{""edit_num"": 1, ""old"": ""Trading"", ""new"": ""Tradibf"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [5, 6], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""East"", ""new"": ""Rwst"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [0, 1], ""operation_count"": 2}]"
5730a40f396df91900096237,corrupted,keyboard,any,3,What happened to the East India Trading Company in 1767?,What haplenrd to the Rwst India Tradibf Company in 1767?,18,5,0.0,"[{""edit_num"": 1, ""old"": ""Trading"", ""new"": ""Tradibf"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [5, 6], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""East"", ""new"": ""Rwst"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""happened"", ""new"": ""haplenrd"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [3, 6], ""operation_count"": 2}]"
5733ea04d058e614000b6596,corrupted,keyboard,any,1,Where was Marin's second fort constructed?,Where was Markj's second fort constructed?,9,1,0.0,"[{""edit_num"": 1, ""old"": ""Marin"", ""new"": ""Markj"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [3, 4], ""operation_count"": 2}]"
5733ea04d058e614000b6596,corrupted,keyboard,any,2,Where was Marin's second fort constructed?,Where was Markj's second foeg constructed?,10,2,0.0,"[{""edit_num"": 1, ""old"": ""Marin"", ""new"": ""Markj"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [3, 4], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""fort"", ""new"": ""foeg"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [2, 3], ""operation_count"": 2}]"
5733ea04d058e614000b6596,corrupted,keyboard,any,3,Where was Marin's second fort constructed?,Wbdre was Markj's second foeg constructed?,12,4,0.0,"[{""edit_num"": 1, ""old"": ""Marin"", ""new"": ""Markj"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [3, 4], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""fort"", ""new"": ""foeg"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [2, 3], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""Where"", ""new"": ""Wbdre"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [1, 2], ""operation_count"": 2}]"
57378c9b1c456719005744a9,corrupted,keyboard,any,1,What magnetic and electric force acts on a charge?,What magnetic and electfkc force acts on a charge?,12,2,0.0,"[{""edit_num"": 1, ""old"": ""electric"", ""new"": ""electfkc"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [5, 6], ""operation_count"": 2}]"
57378c9b1c456719005744a9,corrupted,keyboard,any,2,What magnetic and electric force acts on a charge?,What magnetic and electfkc force acts on a dhargs?,13,3,0.125,"[{""edit_num"": 1, ""old"": ""electric"", ""new"": ""electfkc"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [5, 6], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""charge"", ""new"": ""dhargs"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [0, 5], ""operation_count"": 2}]"
57378c9b1c456719005744a9,corrupted,keyboard,any,3,What magnetic and electric force acts on a charge?,What magnetic and electfkc force avgs on a dhargs?,14,4,0.125,"[{""edit_num"": 1, ""old"": ""electric"", ""new"": ""electfkc"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [5, 6], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""charge"", ""new"": ""dhargs"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [0, 5], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""acts"", ""new"": ""avgs"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [1, 2], ""operation_count"": 2}]"
