model,model_revision,backend,task,example_id,keyword_strategy,clean_question,context,reference,question_word_count,condition,typo_type,location,severity,actual_severity,severity_achieved,typo_difficulty,mitigation,input_question,corruption_seed,edits,corruption_replicate,actual_char_operations,prediction,em,f1,semantic_correct,accuracy,latency_seconds,error,token_count,clean_token_count,token_increase,clean_example_score,example_drop,x,y
Qwen/Qwen3-4B,,hf,squad,5726400589a1e219009ac5f2,idf,How many different species of ctenohore are there?,"Almost all ctenophores are predators, taking prey ranging from microscopic larvae and rotifers to the adults of small crustaceans; the exceptions are juveniles of two species, which live as parasites on the salps on which adults of their species feed. In favorable circumstances, ctenophores can eat ten times their own weight in a day. Only 100–150 species have been validated, and possibly another 25 have not been fully described and named. The textbook examples are cydippids with egg-shaped bodies and a pair of retractable tentacles fringed with tentilla (""little tentacles"") that are covered with colloblasts, sticky cells that capture prey. The phylum has a wide range of body forms, including the flattened, deep-sea platyctenids, in which the adults of most species lack combs, and the coastal beroids, which lack tentacles and prey on other ctenophores by using huge mouths armed with groups of large, stiffened cilia that act as teeth. These variations enable different species to build huge populations in the same area, because they specialize in different types of prey, which they capture by as wide a range of methods as spiders use.","[""100–150 species"", ""100–150"", ""100–150 species have been validated""]",8,clean,none,none,0,0,True,none,none,How many different species of ctenohore are there?,,[],,0,100–150 species.,1.0,1.0,1.0,,1.7532553009996263,,12,12,0,1.0,0.0,-2.760526,-20.862896
Qwen/Qwen3-4B,,hf,squad,5726400589a1e219009ac5f2,idf,How many different species of ctenohore are there?,"Almost all ctenophores are predators, taking prey ranging from microscopic larvae and rotifers to the adults of small crustaceans; the exceptions are juveniles of two species, which live as parasites on the salps on which adults of their species feed. In favorable circumstances, ctenophores can eat ten times their own weight in a day. Only 100–150 species have been validated, and possibly another 25 have not been fully described and named. The textbook examples are cydippids with egg-shaped bodies and a pair of retractable tentacles fringed with tentilla (""little tentacles"") that are covered with colloblasts, sticky cells that capture prey. The phylum has a wide range of body forms, including the flattened, deep-sea platyctenids, in which the adults of most species lack combs, and the coastal beroids, which lack tentacles and prey on other ctenophores by using huge mouths armed with groups of large, stiffened cilia that act as teeth. These variations enable different species to build huge populations in the same area, because they specialize in different types of prey, which they capture by as wide a range of methods as spiders use.","[""100–150 species"", ""100–150"", ""100–150 species have been validated""]",8,corrupted,keyboard,any,1,1,True,hard,none,How kzny different species of ctenohore are there?,43856997.0,"[{""edit_num"": 1, ""old"": ""many"", ""new"": ""kzny"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [0, 1], ""operation_count"": 2}]",0.0,2,100–150,1.0,1.0,1.0,,1.6499544819998846,,13,12,1,1.0,0.0,-30.96459,-3.8034427
Qwen/Qwen3-4B,,hf,squad,5726400589a1e219009ac5f2,idf,How many different species of ctenohore are there?,"Almost all ctenophores are predators, taking prey ranging from microscopic larvae and rotifers to the adults of small crustaceans; the exceptions are juveniles of two species, which live as parasites on the salps on which adults of their species feed. In favorable circumstances, ctenophores can eat ten times their own weight in a day. Only 100–150 species have been validated, and possibly another 25 have not been fully described and named. The textbook examples are cydippids with egg-shaped bodies and a pair of retractable tentacles fringed with tentilla (""little tentacles"") that are covered with colloblasts, sticky cells that capture prey. The phylum has a wide range of body forms, including the flattened, deep-sea platyctenids, in which the adults of most species lack combs, and the coastal beroids, which lack tentacles and prey on other ctenophores by using huge mouths armed with groups of large, stiffened cilia that act as teeth. These variations enable different species to build huge populations in the same area, because they specialize in different types of prey, which they capture by as wide a range of methods as spiders use.","[""100–150 species"", ""100–150"", ""100–150 species have been validated""]",8,corrupted,keyboard,any,2,2,True,hard,none,How kzny different species of ctwnohoee are there?,43856997.0,"[{""edit_num"": 1, ""old"": ""many"", ""new"": ""kzny"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""ctenohore"", ""new"": ""ctwnohoee"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [2, 7], ""operation_count"": 2}]",0.0,4,100–150,1.0,1.0,1.0,,1.6474052520006808,,13,12,1,1.0,0.0,-33.41175,-4.329832
Qwen/Qwen3-4B,,hf,squad,5726400589a1e219009ac5f2,idf,How many different species of ctenohore are there?,"Almost all ctenophores are predators, taking prey ranging from microscopic larvae and rotifers to the adults of small crustaceans; the exceptions are juveniles of two species, which live as parasites on the salps on which adults of their species feed. In favorable circumstances, ctenophores can eat ten times their own weight in a day. Only 100–150 species have been validated, and possibly another 25 have not been fully described and named. The textbook examples are cydippids with egg-shaped bodies and a pair of retractable tentacles fringed with tentilla (""little tentacles"") that are covered with colloblasts, sticky cells that capture prey. The phylum has a wide range of body forms, including the flattened, deep-sea platyctenids, in which the adults of most species lack combs, and the coastal beroids, which lack tentacles and prey on other ctenophores by using huge mouths armed with groups of large, stiffened cilia that act as teeth. These variations enable different species to build huge populations in the same area, because they specialize in different types of prey, which they capture by as wide a range of methods as spiders use.","[""100–150 species"", ""100–150"", ""100–150 species have been validated""]",8,corrupted,keyboard,any,3,3,True,hard,none,How kzny ciffdrent species of ctwnohoee are there?,43856997.0,"[{""edit_num"": 1, ""old"": ""many"", ""new"": ""kzny"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""ctenohore"", ""new"": ""ctwnohoee"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [2, 7], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""different"", ""new"": ""ciffdrent"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [0, 4], ""operation_count"": 2}]",0.0,6,100–150,1.0,1.0,1.0,,1.6509396940000445,,16,12,4,1.0,0.0,-46.660355,3.2835083
Qwen/Qwen3-4B,,hf,squad,5726d9935951b619008f7ff1,idf,What types of preparation do pharmacists have?,"Pharmacists are healthcare professionals with specialised education and training who perform various roles to ensure optimal health outcomes for their patients through the quality use of medicines. Pharmacists may also be small-business proprietors, owning the pharmacy in which they practice. Since pharmacists know about the mode of action of a particular drug, and its metabolism and physiological effects on the human body in great detail, they play an important role in optimisation of a drug treatment for an individual.","[""specialised education and training"", ""specialised education and training"", ""specialised education and training""]",7,clean,none,none,0,0,True,none,none,What types of preparation do pharmacists have?,,[],,0,specialised education and training,1.0,1.0,1.0,,0.9186208340006488,,9,9,0,1.0,0.0,9.562417,-38.30824
Qwen/Qwen3-4B,,hf,squad,5726d9935951b619008f7ff1,idf,What types of preparation do pharmacists have?,"Pharmacists are healthcare professionals with specialised education and training who perform various roles to ensure optimal health outcomes for their patients through the quality use of medicines. Pharmacists may also be small-business proprietors, owning the pharmacy in which they practice. Since pharmacists know about the mode of action of a particular drug, and its metabolism and physiological effects on the human body in great detail, they play an important role in optimisation of a drug treatment for an individual.","[""specialised education and training"", ""specialised education and training"", ""specialised education and training""]",7,corrupted,keyboard,any,1,1,True,hard,none,What types of preparation do phatkacists have?,43997095.0,"[{""edit_num"": 1, ""old"": ""pharmacists"", ""new"": ""phatkacists"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [3, 4], ""operation_count"": 2}]",0.0,2,specialised education and training,1.0,1.0,1.0,,0.910750043999542,,10,9,1,1.0,0.0,-3.923536,-28.166672
Qwen/Qwen3-4B,,hf,squad,5726d9935951b619008f7ff1,idf,What types of preparation do pharmacists have?,"Pharmacists are healthcare professionals with specialised education and training who perform various roles to ensure optimal health outcomes for their patients through the quality use of medicines. Pharmacists may also be small-business proprietors, owning the pharmacy in which they practice. Since pharmacists know about the mode of action of a particular drug, and its metabolism and physiological effects on the human body in great detail, they play an important role in optimisation of a drug treatment for an individual.","[""specialised education and training"", ""specialised education and training"", ""specialised education and training""]",7,corrupted,keyboard,any,2,2,True,hard,none,Wjay types of preparation do phatkacists have?,43997095.0,"[{""edit_num"": 1, ""old"": ""pharmacists"", ""new"": ""phatkacists"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [3, 4], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""What"", ""new"": ""Wjay"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [1, 3], ""operation_count"": 2}]",0.0,4,None.,0.0,0.0,0.0,,0.7449390480005604,,11,9,2,1.0,1.0,-31.962156,-6.2850633
Qwen/Qwen3-4B,,hf,squad,5726d9935951b619008f7ff1,idf,What types of preparation do pharmacists have?,"Pharmacists are healthcare professionals with specialised education and training who perform various roles to ensure optimal health outcomes for their patients through the quality use of medicines. Pharmacists may also be small-business proprietors, owning the pharmacy in which they practice. Since pharmacists know about the mode of action of a particular drug, and its metabolism and physiological effects on the human body in great detail, they play an important role in optimisation of a drug treatment for an individual.","[""specialised education and training"", ""specialised education and training"", ""specialised education and training""]",7,corrupted,keyboard,any,3,3,True,hard,none,Wjay types of preparation do phatkacists uqve?,43997095.0,"[{""edit_num"": 1, ""old"": ""pharmacists"", ""new"": ""phatkacists"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [3, 4], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""What"", ""new"": ""Wjay"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [1, 3], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""have"", ""new"": ""uqve"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [0, 1], ""operation_count"": 2}]",0.0,6,medicines,0.0,0.0,0.0,,0.8704394510004931,,13,9,4,1.0,1.0,-43.11102,0.57511765
Qwen/Qwen3-4B,,hf,squad,5727e9523acd2414000def99,idf,How is income determined in a market with variously skilled workers?,"Neoclassical economics views inequalities in the distribution of income as arising from differences in value added by labor, capital and land. Within labor income distribution is due to differences in value added by different classifications of workers. In this perspective, wages and profits are determined by the marginal value added of each economic actor (worker, capitalist/business owner, landlord). Thus, in a market economy, inequality is a reflection of the productivity gap between highly-paid professions and lower-paid professions.","[""marginal value added of each economic actor"", ""differences in value"", ""marginal value added of each economic actor""]",11,clean,none,none,0,0,True,none,none,How is income determined in a market with variously skilled workers?,,[],,0,By the marginal value added of each economic actor.,0.0,0.9333333333333332,1.0,,1.3298926420002315,,13,13,0,0.9333333333333332,0.0,15.019616,-38.52136
Qwen/Qwen3-4B,,hf,squad,5727e9523acd2414000def99,idf,How is income determined in a market with variously skilled workers?,"Neoclassical economics views inequalities in the distribution of income as arising from differences in value added by labor, capital and land. Within labor income distribution is due to differences in value added by different classifications of workers. In this perspective, wages and profits are determined by the marginal value added of each economic actor (worker, capitalist/business owner, landlord). Thus, in a market economy, inequality is a reflection of the productivity gap between highly-paid professions and lower-paid professions.","[""marginal value added of each economic actor"", ""differences in value"", ""marginal value added of each economic actor""]",11,corrupted,keyboard,any,1,1,True,hard,none,How is income determined in a market with variously skilker workers?,43196535.0,"[{""edit_num"": 1, ""old"": ""skilled"", ""new"": ""skilker"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 9, ""char_indices"": [4, 6], ""operation_count"": 2}]",0.0,2,By the marginal value added of each economic actor.,0.0,0.9333333333333332,1.0,,1.3498443689995838,,15,13,2,0.9333333333333332,0.0,3.488884,-27.346394
Qwen/Qwen3-4B,,hf,squad,5727e9523acd2414000def99,idf,How is income determined in a market with variously skilled workers?,"Neoclassical economics views inequalities in the distribution of income as arising from differences in value added by labor, capital and land. Within labor income distribution is due to differences in value added by different classifications of workers. In this perspective, wages and profits are determined by the marginal value added of each economic actor (worker, capitalist/business owner, landlord). Thus, in a market economy, inequality is a reflection of the productivity gap between highly-paid professions and lower-paid professions.","[""marginal value added of each economic actor"", ""differences in value"", ""marginal value added of each economic actor""]",11,corrupted,keyboard,any,2,2,True,hard,none,How is income degermoned in a market with variously skilker workers?,43196535.0,"[{""edit_num"": 1, ""old"": ""skilled"", ""new"": ""skilker"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 9, ""char_indices"": [4, 6], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""determined"", ""new"": ""degermoned"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [2, 6], ""operation_count"": 2}]",0.0,4,by the marginal value added of each economic actor,0.0,0.9333333333333332,1.0,,1.1442135569996026,,18,13,5,0.9333333333333332,0.0,-16.408518,-14.215637
Qwen/Qwen3-4B,,hf,squad,5727e9523acd2414000def99,idf,How is income determined in a market with variously skilled workers?,"Neoclassical economics views inequalities in the distribution of income as arising from differences in value added by labor, capital and land. Within labor income distribution is due to differences in value added by different classifications of workers. In this perspective, wages and profits are determined by the marginal value added of each economic actor (worker, capitalist/business owner, landlord). Thus, in a market economy, inequality is a reflection of the productivity gap between highly-paid professions and lower-paid professions.","[""marginal value added of each economic actor"", ""differences in value"", ""marginal value added of each economic actor""]",11,corrupted,keyboard,any,3,3,True,hard,none,How is income degermoned in a market with variously skilker wodksrs?,43196535.0,"[{""edit_num"": 1, ""old"": ""skilled"", ""new"": ""skilker"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 9, ""char_indices"": [4, 6], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""determined"", ""new"": ""degermoned"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [2, 6], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""workers"", ""new"": ""wodksrs"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 10, ""char_indices"": [2, 4], ""operation_count"": 2}]",0.0,6,by the marginal value added of each economic actor,0.0,0.9333333333333332,1.0,,1.138626285999635,,21,13,8,0.9333333333333332,0.0,-24.23696,-9.128373
Qwen/Qwen3-4B,,hf,squad,5727f44c2ca10214002d9a33,idf,What creatures were the most popular monsters in the series?,"Doctor Who first appeared on BBC TV at 17:16:20 GMT, eighty seconds after the scheduled programme time, 5:15 pm, on Saturday, 23 November 1963. It was to be a regular weekly programme, each episode 25 minutes of transmission length. Discussions and plans for the programme had been in progress for a year. The head of drama, Canadian Sydney Newman, was mainly responsible for developing the programme, with the first format document for the series being written by Newman along with the head of the script department (later head of serials) Donald Wilson and staff writer C. E. Webber. Writer Anthony Coburn, story editor David Whitaker and initial producer Verity Lambert also heavily contributed to the development of the series.[note 1] The programme was originally intended to appeal to a family audience, as an educational programme using time travel as a means to explore scientific ideas and famous moments in history. On 31 July 1963 Whitaker commissioned Terry Nation to write a story under the title The Mutants. As originally written, the Daleks and Thals were the victims of an alien neutron bomb attack but Nation later dropped the aliens and made the Daleks the aggressors. When the script was presented to Newman and Wilson it was immediately rejected as the programme was not permitted to contain any ""bug-eyed monsters"". The first serial had been completed and the BBC believed it was crucial that the next one be a success, but The Mutants was the only script ready to go, so the show had little choice but to use it. According to producer Verity Lambert; ""We didn't have a lot of choice — we only had the Dalek serial to go ... We had a bit of a crisis of confidence because Donald [Wilson] was so adamant that we shouldn't make it. Had we had anything else ready we would have made that."" Nation's script became the second Doctor Who serial – The Daleks (a.k.a. The Mutants). The serial introduced the eponymous aliens that would become the series' most popular monsters, and was responsible for the BBC's first merchandising boom.","[""The Daleks (a.k.a. The Mutants)"", ""Daleks"", ""eponymous aliens""]",10,clean,none,none,0,0,True,none,none,What creatures were the most popular monsters in the series?,,[],,0,Daleks,1.0,1.0,1.0,,2.1066274289996727,,11,11,0,1.0,0.0,51.796185,-10.11032
Qwen/Qwen3-4B,,hf,squad,5727f44c2ca10214002d9a33,idf,What creatures were the most popular monsters in the series?,"Doctor Who first appeared on BBC TV at 17:16:20 GMT, eighty seconds after the scheduled programme time, 5:15 pm, on Saturday, 23 November 1963. It was to be a regular weekly programme, each episode 25 minutes of transmission length. Discussions and plans for the programme had been in progress for a year. The head of drama, Canadian Sydney Newman, was mainly responsible for developing the programme, with the first format document for the series being written by Newman along with the head of the script department (later head of serials) Donald Wilson and staff writer C. E. Webber. Writer Anthony Coburn, story editor David Whitaker and initial producer Verity Lambert also heavily contributed to the development of the series.[note 1] The programme was originally intended to appeal to a family audience, as an educational programme using time travel as a means to explore scientific ideas and famous moments in history. On 31 July 1963 Whitaker commissioned Terry Nation to write a story under the title The Mutants. As originally written, the Daleks and Thals were the victims of an alien neutron bomb attack but Nation later dropped the aliens and made the Daleks the aggressors. When the script was presented to Newman and Wilson it was immediately rejected as the programme was not permitted to contain any ""bug-eyed monsters"". The first serial had been completed and the BBC believed it was crucial that the next one be a success, but The Mutants was the only script ready to go, so the show had little choice but to use it. According to producer Verity Lambert; ""We didn't have a lot of choice — we only had the Dalek serial to go ... We had a bit of a crisis of confidence because Donald [Wilson] was so adamant that we shouldn't make it. Had we had anything else ready we would have made that."" Nation's script became the second Doctor Who serial – The Daleks (a.k.a. The Mutants). The serial introduced the eponymous aliens that would become the series' most popular monsters, and was responsible for the BBC's first merchandising boom.","[""The Daleks (a.k.a. The Mutants)"", ""Daleks"", ""eponymous aliens""]",10,corrupted,keyboard,any,1,1,True,hard,none,What creatures qdre the most popular monsters in the series?,43036423.0,"[{""edit_num"": 1, ""old"": ""were"", ""new"": ""qdre"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [0, 1], ""operation_count"": 2}]",0.0,2,Daleks,1.0,1.0,1.0,,2.1102662190005503,,12,11,1,1.0,0.0,17.639164,1.8171222
Qwen/Qwen3-4B,,hf,squad,5727f44c2ca10214002d9a33,idf,What creatures were the most popular monsters in the series?,"Doctor Who first appeared on BBC TV at 17:16:20 GMT, eighty seconds after the scheduled programme time, 5:15 pm, on Saturday, 23 November 1963. It was to be a regular weekly programme, each episode 25 minutes of transmission length. Discussions and plans for the programme had been in progress for a year. The head of drama, Canadian Sydney Newman, was mainly responsible for developing the programme, with the first format document for the series being written by Newman along with the head of the script department (later head of serials) Donald Wilson and staff writer C. E. Webber. Writer Anthony Coburn, story editor David Whitaker and initial producer Verity Lambert also heavily contributed to the development of the series.[note 1] The programme was originally intended to appeal to a family audience, as an educational programme using time travel as a means to explore scientific ideas and famous moments in history. On 31 July 1963 Whitaker commissioned Terry Nation to write a story under the title The Mutants. As originally written, the Daleks and Thals were the victims of an alien neutron bomb attack but Nation later dropped the aliens and made the Daleks the aggressors. When the script was presented to Newman and Wilson it was immediately rejected as the programme was not permitted to contain any ""bug-eyed monsters"". The first serial had been completed and the BBC believed it was crucial that the next one be a success, but The Mutants was the only script ready to go, so the show had little choice but to use it. According to producer Verity Lambert; ""We didn't have a lot of choice — we only had the Dalek serial to go ... We had a bit of a crisis of confidence because Donald [Wilson] was so adamant that we shouldn't make it. Had we had anything else ready we would have made that."" Nation's script became the second Doctor Who serial – The Daleks (a.k.a. The Mutants). The serial introduced the eponymous aliens that would become the series' most popular monsters, and was responsible for the BBC's first merchandising boom.","[""The Daleks (a.k.a. The Mutants)"", ""Daleks"", ""eponymous aliens""]",10,corrupted,keyboard,any,2,2,True,hard,none,What crdaturss qdre the most popular monsters in the series?,43036423.0,"[{""edit_num"": 1, ""old"": ""were"", ""new"": ""qdre"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""creatures"", ""new"": ""crdaturss"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [2, 7], ""operation_count"": 2}]",0.0,4,Daleks,1.0,1.0,1.0,,2.111608093000541,,15,11,4,1.0,0.0,-16.427746,10.718918
Qwen/Qwen3-4B,,hf,squad,5727f44c2ca10214002d9a33,idf,What creatures were the most popular monsters in the series?,"Doctor Who first appeared on BBC TV at 17:16:20 GMT, eighty seconds after the scheduled programme time, 5:15 pm, on Saturday, 23 November 1963. It was to be a regular weekly programme, each episode 25 minutes of transmission length. Discussions and plans for the programme had been in progress for a year. The head of drama, Canadian Sydney Newman, was mainly responsible for developing the programme, with the first format document for the series being written by Newman along with the head of the script department (later head of serials) Donald Wilson and staff writer C. E. Webber. Writer Anthony Coburn, story editor David Whitaker and initial producer Verity Lambert also heavily contributed to the development of the series.[note 1] The programme was originally intended to appeal to a family audience, as an educational programme using time travel as a means to explore scientific ideas and famous moments in history. On 31 July 1963 Whitaker commissioned Terry Nation to write a story under the title The Mutants. As originally written, the Daleks and Thals were the victims of an alien neutron bomb attack but Nation later dropped the aliens and made the Daleks the aggressors. When the script was presented to Newman and Wilson it was immediately rejected as the programme was not permitted to contain any ""bug-eyed monsters"". The first serial had been completed and the BBC believed it was crucial that the next one be a success, but The Mutants was the only script ready to go, so the show had little choice but to use it. According to producer Verity Lambert; ""We didn't have a lot of choice — we only had the Dalek serial to go ... We had a bit of a crisis of confidence because Donald [Wilson] was so adamant that we shouldn't make it. Had we had anything else ready we would have made that."" Nation's script became the second Doctor Who serial – The Daleks (a.k.a. The Mutants). The serial introduced the eponymous aliens that would become the series' most popular monsters, and was responsible for the BBC's first merchandising boom.","[""The Daleks (a.k.a. The Mutants)"", ""Daleks"", ""eponymous aliens""]",10,corrupted,keyboard,any,3,3,True,hard,none,What crdaturss qdre the most popular jonstefs in the series?,43036423.0,"[{""edit_num"": 1, ""old"": ""were"", ""new"": ""qdre"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""creatures"", ""new"": ""crdaturss"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [2, 7], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""monsters"", ""new"": ""jonstefs"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [0, 6], ""operation_count"": 2}]",0.0,6,Daleks,1.0,1.0,1.0,,2.181097579999914,,17,11,6,1.0,0.0,-29.462214,13.374063
Qwen/Qwen3-4B,,hf,squad,5727f746ff5b5019007d9960,idf,What was the name of the first episode of the new Doctor Who series?,"Doctor Who finally returned with the episode ""Rose"" on BBC One on 26 March 2005. There have since been nine further series in 2006–2008 and 2010–2015, and Christmas Day specials every year since 2005. No full series was filmed in 2009, although four additional specials starring David Tennant were made. In 2010, Steven Moffat replaced Davies as head writer and executive producer. In January 2016, Moffat announced that he would step down after the 2017 finale, to be replaced by Chris Chibnall in 2018. In addition, Series 10 will debut in Spring 2017, with a Christmas special broadcast in 2016.","[""Rose"", ""Rose"", ""Rose""]",14,clean,none,none,0,0,True,none,none,What was the name of the first episode of the new Doctor Who series?,,[],,0,Rose,1.0,1.0,1.0,,0.8268831240002328,,15,15,0,1.0,0.0,68.483475,4.5166335
Qwen/Qwen3-4B,,hf,squad,5727f746ff5b5019007d9960,idf,What was the name of the first episode of the new Doctor Who series?,"Doctor Who finally returned with the episode ""Rose"" on BBC One on 26 March 2005. There have since been nine further series in 2006–2008 and 2010–2015, and Christmas Day specials every year since 2005. No full series was filmed in 2009, although four additional specials starring David Tennant were made. In 2010, Steven Moffat replaced Davies as head writer and executive producer. In January 2016, Moffat announced that he would step down after the 2017 finale, to be replaced by Chris Chibnall in 2018. In addition, Series 10 will debut in Spring 2017, with a Christmas special broadcast in 2016.","[""Rose"", ""Rose"", ""Rose""]",14,corrupted,keyboard,any,1,1,True,hard,none,What was the haje of the first episode of the new Doctor Who series?,42235863.0,"[{""edit_num"": 1, ""old"": ""name"", ""new"": ""haje"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [0, 2], ""operation_count"": 2}]",0.0,2,Rose,1.0,1.0,1.0,,0.9146059519998744,,16,15,1,1.0,0.0,49.938004,8.794212
Qwen/Qwen3-4B,,hf,squad,5727f746ff5b5019007d9960,idf,What was the name of the first episode of the new Doctor Who series?,"Doctor Who finally returned with the episode ""Rose"" on BBC One on 26 March 2005. There have since been nine further series in 2006–2008 and 2010–2015, and Christmas Day specials every year since 2005. No full series was filmed in 2009, although four additional specials starring David Tennant were made. In 2010, Steven Moffat replaced Davies as head writer and executive producer. In January 2016, Moffat announced that he would step down after the 2017 finale, to be replaced by Chris Chibnall in 2018. In addition, Series 10 will debut in Spring 2017, with a Christmas special broadcast in 2016.","[""Rose"", ""Rose"", ""Rose""]",14,corrupted,keyboard,any,2,2,True,hard,none,What was the haje of the fiedt episode of the new Doctor Who series?,42235863.0,"[{""edit_num"": 1, ""old"": ""name"", ""new"": ""haje"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [0, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""first"", ""new"": ""fiedt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [2, 3], ""operation_count"": 2}]",0.0,4,Rose,1.0,1.0,1.0,,1.1158223520005777,,18,15,3,1.0,0.0,31.735224,11.916738
Qwen/Qwen3-4B,,hf,squad,5727f746ff5b5019007d9960,idf,What was the name of the first episode of the new Doctor Who series?,"Doctor Who finally returned with the episode ""Rose"" on BBC One on 26 March 2005. There have since been nine further series in 2006–2008 and 2010–2015, and Christmas Day specials every year since 2005. No full series was filmed in 2009, although four additional specials starring David Tennant were made. In 2010, Steven Moffat replaced Davies as head writer and executive producer. In January 2016, Moffat announced that he would step down after the 2017 finale, to be replaced by Chris Chibnall in 2018. In addition, Series 10 will debut in Spring 2017, with a Christmas special broadcast in 2016.","[""Rose"", ""Rose"", ""Rose""]",14,corrupted,keyboard,any,3,3,True,hard,none,What was the haje of the fiedt episode of the new Doctor Who derirs?,42235863.0,"[{""edit_num"": 1, ""old"": ""name"", ""new"": ""haje"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [0, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""first"", ""new"": ""fiedt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [2, 3], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""series"", ""new"": ""derirs"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 13, ""char_indices"": [0, 4], ""operation_count"": 2}]",0.0,6,Rose,1.0,1.0,1.0,,1.1228328369998053,,19,15,4,1.0,0.0,26.846033,14.065345
